employee_id,first_name,last_name,department,job_title,salary,hire_date,performance_rating,email
EMP0248,Michael,Johnson,Sales,Manager,8641585.0,2017-01-11 00:00:00.000000,5.0,john.smith@company.com
EMP0249,David,Williams,HR,Manager,59070.61,2017-01-14 00:00:00.000000,3.0,sarah.williams@company.com
EMP0250,Emily,Johnson,HR,Associate,67548.51,2017-01-17 00:00:00.000000,1.0,sarah.williams@company.com
EMP0251,Jane,Brown,Operations,Lead,51438.12,2017-01-20 00:00:00.000000,,sarah.johnson@company.com
EMP0252,John,Johnson,HR,Junior,89039.77,2017-01-23 00:00:00.000000,4.0,jane.smith@company.com
EMP0253,Jane,Brown,Finance,Junior,50989.76,2017-01-26 00:00:00.000000,2.0,michael.smith@company.com
EMP0254,David,Smith,Engineering,Junior,78842.69,2017-01-29 00:00:00.000000,2.0,michael.johnson@company.com
EMP0255,Michael,Brown,Sales,Associate,85827.88,2017-02-01 00:00:00.000000,4.0,jane.williams@company.com
EMP0256,John,Brown,finance,Associate,107918.05,2017-02-04 00:00:00.000000,5.0,michael.williams@company.com
EMP0257,Emily,Jones,Marketing,Manager,52063.67,2017-02-07 00:00:00.000000,2.0,michael.johnson@company.com
EMP0258,Jane,Johnson,Engineering,Associate,,2017-02-10 00:00:00.000000,1.0,john.johnson@company.com
EMP0259,Michael,Johnson,Engineering,Junior,77014.98,2017-02-13 00:00:00.000000,3.0,michael.williams@company.com
EMP0260,David,Jones,HR,Manager,,2017-02-16 00:00:00.000000,2.0,jane.williams@company.com
EMP0261,David,Johnson,Marketing,Associate,49831.1,2017-02-19 00:00:00.000000,1.0,jane.williams@company.com
EMP0262,David,Smith,finance,Senior,88722.4,2017-02-22 00:00:00.000000,5.0,jane.smith@company.com
EMP0263,Sarah,Williams,Sales,Junior,115018.21,2017-02-25 00:00:00.000000,3.0,john.johnson@company.com
EMP0264,Sarah,Johnson,Engineering,Senior,81312.25,2017-02-28 00:00:00.000000,5.0,sarah.williams@company.com
EMP0265,Jane,Brown,Finance,Lead,61548.35,2017-03-03 00:00:00.000000,1.0,michael.smith@company.com
EMP0266,David,Smith,HR,Senior,,2017-03-06 00:00:00.000000,5.0,jane.smith@company.com
EMP0267,Emily,Brown,  Marketing  ,Junior,90952.9,2017-03-09 00:00:00.000000,4.0,john.smith@company.com
EMP0268,John,Brown,engineering,Associate,78991.21,2017-03-12 00:00:00.000000,1.0,michael.williams@company.com
EMP0269,Emily,Smith,Finance,Junior,48079.96,2017-03-15 00:00:00.000000,5.0,sarah.johnson@company.com
EMP0270,David,Smith,Operations,Manager,,2017-03-18 00:00:00.000000,4.0,john.johnson@company.com
EMP0271,Emily,Johnson,Engineering,Manager,,2017-03-21 00:00:00.000000,4.0,jane.williams@company.com
EMP0272,John,Williams,  Engineering  ,Lead,97052.94,2017-03-24 00:00:00.000000,5.0,jane.johnson@company.com
EMP0273,John,Brown,Engineering,Lead,67932.56,2017-03-27 00:00:00.000000,5.0,sarah.smith@company.com
EMP0274,John,Brown,Sales,Junior,83918.98,2017-03-30 00:00:00.000000,4.0,michael.williams@company.com
EMP0275,Jane,Smith,  hr  ,Senior,44556.88,2017-04-02 00:00:00.000000,1.0,john.williams@company.com
EMP0276,John,Williams,Finance,Senior,109889.88,2017-04-05 00:00:00.000000,1.0,john.smith@company.com
EMP0277,David,Brown,Marketing,Senior,73204.16,2017-04-08 00:00:00.000000,5.0,michael.johnson@company.com
EMP0278,Sarah,Smith,Finance,Senior,103330.7,2017-04-11 00:00:00.000000,3.0,jane.williams@company.com
EMP0279,Michael,Johnson,HR,Associate,53810.44,2017-04-14 00:00:00.000000,2.0,michael.williams@company.com
EMP0280,Emily,Johnson,Operations,Lead,26684.18,2017-04-17 00:00:00.000000,5.0,michael.smith@company.com
EMP0281,David,Jones,Finance,Senior,54368.85,2017-04-20 00:00:00.000000,4.0,michael.smith@company.com
EMP0282,Emily,Jones,Operations,Manager,75015.46,2017-04-23 00:00:00.000000,3.0,jane.johnson@company.com
EMP0283,John,Johnson,HR,Manager,74366.21,2017-04-26 00:00:00.000000,3.0,jane.johnson@company.com
EMP0284,Jane,Smith,Engineering,Junior,91536.97,2017-04-29 00:00:00.000000,2.0,john.johnson@company.com
EMP0285,Michael,Smith,Finance,Junior,61543.4,2017-05-02 00:00:00.000000,2.0,michael.johnson@company.com
EMP0286,Michael,Jones,Sales,Lead,80051.7,2017-05-05 00:00:00.000000,,michael.smith@company.com
EMP0287,Michael,Williams,Sales,Manager,59915.58,2017-05-08 00:00:00.000000,1.0,jane.williams@company.com
EMP0288,Michael,Johnson,Engineering,Senior,62029.79,2017-05-11 00:00:00.000000,4.0,jane.smith@company.com
EMP0289,Sarah,Williams,Marketing,Associate,50470.49,2017-05-14 00:00:00.000000,5.0,michael.williams@company.com
EMP0290,Michael,Jones,Engineering,Junior,57239.83,2017-05-17 00:00:00.000000,3.0,sarah.johnson@company.com
EMP0291,Jane,Williams,HR,Associate,78317.51,2017-05-20 00:00:00.000000,2.0,jane.williams@company.com
EMP0292,John,Smith,finance,Junior,71352.98,2017-05-23 00:00:00.000000,2.0,sarah.johnson@company.com
EMP0293,David,Brown,Sales,Associate,59992.78,2017-05-26 00:00:00.000000,2.0,michael.johnson@company.com
EMP0294,Jane,Brown,Operations,Associate,,2017-05-29 00:00:00.000000,3.0,michael.smith@company.com
EMP0295,Emily,Williams,HR,Junior,7999403.0,2017-06-01 00:00:00.000000,2.0,sarah.smith@company.com
EMP0296,Emily,Brown,Operations,Junior,45174.54,2017-06-04 00:00:00.000000,1.0,sarah.williams@company.com
EMP0297,Jane,Williams,Engineering,Lead,61118.18,2017-06-07 00:00:00.000000,1.0,michael.williams@company.com
EMP0298,Michael,Johnson,sales,Senior,80400.29,2017-06-10 00:00:00.000000,,sarah.johnson@company.com
EMP0299,John,Jones,HR,Senior,,2017-06-13 00:00:00.000000,4.0,michael.johnson@company.com
EMP0300,Sarah,Williams,Engineering,Associate,67507.82,2017-06-16 00:00:00.000000,1.0,sarah.williams@company.com
EMP0204,John,Brown,HR,Lead,,2026-01-10 17:08:04.217354,10.0,jane.smith@company.com
EMP0267,Emily,Brown,Marketing,Junior,90952.9,2017-03-09 00:00:00.000000,4.0,john.smith@company.com
EMP0153,John,Williams,Sales,Lead,87057.89,2016-04-01 00:00:00.000000,3.0,michael.williams@company.com
EMP0010,Jane,Johnson,Operations,Manager,63952.66,2015-01-28 00:00:00.000000,3.0,john.johnson@company.com
EMP0234,Michael,Smith,engineering,Lead,81214.6,2016-11-30 00:00:00.000000,2.0,michael.williams@company.com
EMP0227,Sarah,Smith,Finance,Senior,68494.43,2016-11-09 00:00:00.000000,4.0,jane.williams@company.com
EMP0197,Sarah,Johnson,Finance,Junior,61675.82,2016-08-11 00:00:00.000000,4.0,john.johnson@company.com
EMP0110,Jane,Johnson,Engineering,Associate,109690.18,2015-11-24 00:00:00.000000,2.0,jane.smith@company.com
EMP0006,Sarah,Johnson,Engineering,Associate,74492.58,2015-01-16 00:00:00.000000,4.0,sarah.williams@company.com
EMP0176,Michael,Jones,Marketing,Lead,75866.8,2016-06-09 00:00:00.000000,5.0,john.williams@company.com
EMP0238,John,Brown,Operations,Junior,104933.38,2016-12-12 00:00:00.000000,1.0,jane.smith@company.com
EMP0058,David,Brown,hr,Junior,83630.84,2015-06-21 00:00:00.000000,4.0,sarah.smith@company.com
EMP0219,Sarah,Smith,  Engineering  ,Senior,73522.25,2016-10-16 00:00:00.000000,5.0,sarah.johnson@company.com
EMP0046,Emily,Williams,Operations,Manager,,2026-01-10 17:08:04.217354,4.0,jane.smith@company.com
EMP0183,Jane,Jones,  HR  ,Associate,66931.16,2016-06-30 00:00:00.000000,2.0,jane.williams@company.com
EMP0222,Michael,Johnson,Operations,Junior,,2016-10-25 00:00:00.000000,5.0,john.smith@company.com
EMP0290,Michael,Jones,engineering,Junior,57239.83,2017-05-17 00:00:00.000000,3.0,sarah.johnson@company.com
EMP0212,Jane,Williams,Finance,Associate,62565.62,2016-09-25 00:00:00.000000,5.0,jane.williams@company.com
EMP0149,Emily,Smith,Operations,Senior,57944.63,2016-03-20 00:00:00.000000,4.0,john.williams@company.com
EMP0166,John,Jones,Sales,Junior,,2016-05-10 00:00:00.000000,3.0,john.williams@company.com
EMP0079,Sarah,Johnson,Finance,Junior,,2015-08-23 00:00:00.000000,4.0,sarah.smith@company.com
EMP0114,John,Williams,Engineering,Manager,,2015-12-06 00:00:00.000000,1.0,michael.williams@company.com
EMP0250,Emily,Johnson,HR,Associate,67548.51,2017-01-17 00:00:00.000000,1.0,sarah.williams@company.com
EMP0251,Jane,Brown,Operations,Lead,51438.12,2017-01-20 00:00:00.000000,1.0,sarah.johnson@company.com
EMP0105,Emily,Brown,Operations,Associate,30430.42,2015-11-09 00:00:00.000000,5.0,john.johnson@company.com
EMP0043,John,Williams,hr,Lead,,2015-05-07 00:00:00.000000,2.0,michael.smith@company.com
EMP0282,Emily,Jones,Operations,Manager,75015.46,2017-04-23 00:00:00.000000,3.0,jane.johnson@company.com
EMP0296,Emily,Brown,Operations,Junior,45174.54,2017-06-04 00:00:00.000000,1.0,sarah.williams@company.com
EMP0158,Michael,Smith,Finance,Lead,117533.4,2016-04-16 00:00:00.000000,2.0,jane.williams@company.com
EMP0239,Emily,Jones,Marketing,Junior,80105.94,2016-12-15 00:00:00.000000,3.0,jane.williams@company.com
